one,two,three,four,five,y
1.040283156,81.36692522,-53.48309323,0.595605832,20.07378111,1
1.059116688,74.73216555,-56.26836285,0.304607638,20.36288923,1
1.106928306,71.02081537,-57.01948403,0.118747659,20.35242359,1
1.171593336,70.67166228,-61.68405187,-0.993459218,22.0422685,1
1.098737821,77.38174657,-68.29810091,-0.951109933,23.31706788,1
1.001078011,81.5084072,-76.59170689,-0.249970107,25.74667512,1
0.947455234,81.37074637,-80.25820698,-0.223491066,26.89397478,1
0.912487942,78.87681409,-79.29166027,-0.370864499,26.38149708,1
0.912895897,77.9304066,-77.09228052,-1.141791796,25.37145557,1
1.004659228,77.41266418,-71.16279526,-1.588149696,23.09571509,1
1.127454078,68.69844121,-61.16828707,-1.33683631,20.66937933,1
1.268324131,64.44307638,-56.99475912,-0.789693018,19.16085796,1
1.242463057,63.4925197,-55.81501396,-0.918129364,18.2742724,1
1.265985327,62.53388215,-56.04229566,-0.72486005,18.11494901,1
1.377194042,62.65338694,-56.08559073,-0.979726437,19.34445489,1
1.329109333,67.40640195,-52.36556931,-0.67863969,17.77216948,1
1.446813622,71.63604609,-51.68512331,-0.849375454,19.33792124,1
1.394827795,84.56320635,-56.29423825,-1.08959269,21.36969352,1
0.871671365,112.2914235,57.06721182,0.451589713,32.98860219,1
0.792365983,98.51855382,46.1604747,0.0121979171,41.09735881,1
0.784470282,83.08621658,39.67700358,-0.692849886,44.18833623,1
0.763151905,81.74115325,39.21539509,-1.610480818,41.27980654,1
0.773770358,78.35461819,38.70718539,-1.620536757,43.11627677,1
0.726594999,89.5574427,41.58018342,-0.985750914,41.22593772,1
0.62780387,97.1731265,36.08734036,0.324848291,42.42917188,1
0.797233216,131.0046669,42.68824987,1.545742533,31.8957143,1
0.890188349,136.0968616,57.18116554,1.643124113,28.04899169,1
0.924242643,133.9961908,72.85180868,1.913942383,25.33950902,1
0.925402615,132.4300314,79.14786577,2.450247115,23.26806955,1
0.932023504,122.950756,81.82528404,2.824720588,23.61030884,1
0.948938682,110.808337,82.31375644,2.818294394,25.35614582,1
0.970913224,109.1805732,82.46337458,2.853413824,25.84592038,1
1.016554475,109.6510722,81.54491825,3.024973559,26.57527032,1
1.068364157,113.756823,80.46815223,2.909214662,26.47612031,1
1.136076391,116.6426832,79.58553092,2.906811649,25.97765433,1
1.17763861,122.787396,78.20583353,2.30528859,25.68480861,1
1.235137736,132.0306185,71.34842465,2.2940491,26.79364896,1
1.310629018,146.1556038,65.47041996,1.29373185,26.85317811,1
1.228658255,161.8494254,47.9838448,2.199060837,26.49193614,1
1.192305042,170.1924797,31.24691295,2.633769601,27.46776496,1
1.149118926,167.122551,41.10130432,3.146476613,28.06229853,1
1.13499312,164.4657322,46.47323669,3.302553788,28.67618496,1
1.07400305,160.1632287,53.02548276,3.473948649,28.88341233,1
1.073545694,157.1026824,57.23736446,3.474271495,29.33259919,1
1.059674666,156.1383441,58.01775361,3.451874575,29.22598752,1
1.063593859,155.3554069,58.54602161,3.205380945,29.2121241,1
1.056096782,154.7349754,59.0439293,3.120758682,29.27998691,1
1.053610386,154.5177331,59.23828279,3.026309875,28.87939373,1
1.038726039,154.4327394,61.17720807,2.728975756,28.40984515,1
1.045122084,150.4726144,70.11674725,2.757041807,27.32000227,1
1.02173835,125.6331686,85.57348858,2.111697684,26.76553857,1
0.994319275,105.8542153,86.76904055,2.044432324,27.80890499,1
0.971428354,90.82509649,87.1480581,1.576789785,29.65944071,1
0.990199092,83.27907711,87.27813922,0.731735467,30.55940416,1
0.988362793,78.82501666,86.54625143,0.558164928,30.1593446,1
0.946845743,79.09874286,86.1513288,0.255972271,27.44641067,1
0.986315577,73.97319978,86.65657885,0.133220358,27.97449943,1
0.962494681,72.94925836,86.32143821,-0.0366839239,26.7644379,1
0.991055975,70.29202663,86.41549412,-0.298543899,27.49591162,1
1.009118204,68.98363297,85.80816283,-0.459719282,28.66885916,1
0.947263727,70.22809116,84.73150497,-0.40771285,29.00641276,1
0.895833706,71.92145891,84.29937372,-0.451002828,28.62554077,1
0.899577639,72.37304382,83.9584603,-0.514495333,29.1766008,1
0.928170336,72.42120241,83.49828695,-0.50237303,30.24088838,1
0.910941682,72.68956092,83.2205407,-0.448986913,30.33001301,1
0.864392371,73.19778454,82.83193741,-0.380704736,29.75468266,1
0.816288645,72.80922343,83.28254795,-0.26866274,29.17887875,1
0.837163919,72.92302565,83.16365821,-0.0305476011,28.66877445,1
0.827330895,72.82634316,83.18942509,0.0394947241,28.28228162,1
0.811143495,71.29601064,83.27404248,0.0852611431,28.2531643,1
0.843411513,71.1198286,83.18787645,0.290409389,28.20201824,1
0.86884735,73.32436728,82.65375143,0.301140602,27.37019882,1
0.869180205,73.8797914,82.45996872,0.355330431,27.39009489,1
0.85496099,74.36775549,82.32567221,0.353154184,27.38563572,1
0.852349991,75.16521251,82.30140963,0.340137692,27.01180619,1
0.823076214,75.50339459,82.31525519,0.255040427,26.61743155,1
0.812862801,75.30882171,82.35843177,-0.00743505271,26.78928625,1
0.809977116,75.32480753,82.42321093,-0.205508107,26.86944614,1
0.818632119,75.46221938,82.64408073,-0.344288262,26.67149133,1
0.816966053,75.72040959,82.8403305,-0.326196187,26.3489156,1
0.818450425,75.77524619,82.69330125,-0.307179615,26.20267683,1
0.813100291,75.90166762,82.7576168,-0.28144672,26.6614595,1
0.808823385,75.79582112,82.7808419,-0.367667967,26.50420417,1
0.821315006,75.9143177,83.504904,-0.361336427,26.4548862,1
0.809394348,76.06775716,83.99532768,-0.378783195,26.65748055,1
0.863799605,76.1240768,85.82104245,-0.447216309,26.11748303,1
0.904505776,75.5029972,86.39670679,-0.4191465,25.98531412,1
0.997709789,73.42222175,87.43618919,-1.035389868,26.13889457,1
1.015682747,72.17891524,87.38475564,-2.286983542,26.75200659,1
0.971721714,72.49174585,87.15016183,-2.184086103,27.18570488,1
0.991082141,71.48764874,87.74224774,-2.243952352,25.91320254,1
0.995777719,69.56904468,88.25628534,-2.237138574,24.8893373,1
0.96359172,68.57691592,88.2170097,-2.026973771,24.68556347,1
1.019972494,66.87452357,88.88040047,-1.972089288,24.43990097,1
0.998256383,66.68301932,88.70729827,-1.825222154,24.8571109,1
1.040556684,67.08262086,88.57927781,-1.472561028,25.65241261,1
1.103911132,67.38226968,88.39196499,-0.594091399,26.27153082,1
1.063556906,68.02054702,87.5646618,0.135678787,26.60905615,1
1.048464361,68.36142483,86.98905679,0.585958397,27.03088433,1
1.003748695,68.66380784,86.26734329,1.097186206,27.28388413,1
0.997210149,68.62556928,86.2802567,1.146413702,27.544811,1
0.985411119,68.73983829,86.12631099,1.074795725,27.49650063,1
0.978917577,68.76808892,86.10706505,1.032526803,27.64089757,1
0.993429779,68.75068787,86.13777777,0.993732737,27.66490942,1
0.999098109,68.73229418,86.14227187,1.092868257,27.61714407,1
1.033903867,68.79192096,86.73862582,1.153729427,27.42191888,1
1.048638497,69.11973417,87.07442572,1.036108042,27.48177732,1
1.065201196,69.29851091,87.37817389,0.870737163,27.27195188,1
1.076172878,69.38754515,87.11488412,0.839372279,27.15373629,1
1.066854435,69.85782856,86.9140076,0.632948657,27.21787324,1
