one,two,three,four,five,y
2.358800185,58.78945823,-65.28672624,-3.247667658,18.31270134,0
2.304239956,59.64861781,-65.39978274,-3.089446174,18.91023652,0
1.873943091,61.04740031,-64.79877171,-2.993038423,18.24648355,0
1.957182426,61.24922994,-65.02377871,-3.005707615,18.64499306,0
1.990642912,62.7736562,-65.25092464,-3.172626016,18.12145811,0
1.811713165,66.5901431,-69.74348688,-3.201968778,18.89998923,0
1.674585629,69.78263532,-77.18434238,-3.108100739,20.97078371,0
1.501321219,71.13838867,-83.38936591,-3.008675851,22.55649273,0
1.355858686,71.70216468,-88.17083453,-2.80348712,23.32835937,0
1.012240287,70.88301855,81.0743271,-2.81636657,24.28359086,0
0.832298457,68.87908028,74.9129536,-3.525445743,25.43820295,0
0.76050927,65.52761354,72.86605415,-3.946866033,27.60962019,0
0.745554398,63.06576686,71.97048642,-4.229477975,28.73998025,0
0.662392201,61.46786708,70.07985311,-5.374671826,29.63429734,0
0.732200943,60.16092865,72.76865575,-6.138408011,28.61117245,0
0.704267594,58.73330222,73.78363684,-6.535371467,28.35681682,0
0.863828285,57.62758879,76.06034251,-6.953829672,28.93281833,0
0.735549989,57.14995691,74.12708987,-6.80115945,29.40552391,0
0.682112414,56.94754449,73.54711536,-6.493864353,29.69623089,0
0.612493526,57.46488835,73.76407489,-6.468714894,30.04878184,0
0.58952289,58.083575,74.0891264,-5.517112448,29.19965868,0
0.533296842,58.29515327,74.51858123,-4.956645114,30.05654938,0
0.593978445,59.65788155,78.06837416,-4.437370118,29.01349785,0
0.688449334,60.46807501,81.04619952,-4.17749395,28.42867225,0
0.815917523,60.9345982,82.95639977,-4.029391217,28.10119679,0
0.915077185,61.9830566,84.50112591,-4.032149718,26.7003927,0
0.889645195,63.14011854,84.51463172,-3.960183508,25.88950858,0
0.872194076,63.89260653,84.42530876,-4.053219453,25.24086562,0
0.931221973,64.24049311,85.91597063,-4.076759895,24.53101356,0
0.915227021,64.38856635,86.28211474,-4.232611757,24.1880727,0
0.921571422,64.515759,86.64593669,-4.235144437,23.87615579,0
0.936912731,64.59727058,86.89896695,-4.231902177,23.65500014,0
0.960566075,64.66278568,87.52005528,-4.229524844,23.59740792,0
0.989453624,64.76183641,88.15590376,-4.224885293,23.41983748,0
1.020363753,64.61599023,88.58349607,-4.309087896,23.48997445,0
1.046783805,64.300376,88.81516133,-4.312657936,23.95999151,0
1.103431479,64.28708959,89.31080933,-4.380870261,24.24776286,0
1.137568451,64.37580178,89.98739979,-4.428408153,24.23066326,0
1.201397149,64.44349299,-89.65855375,-4.551821876,24.26592956,0
1.201958955,65.12781023,-89.57330213,-4.53271259,24.4921807,0
1.181366182,65.22785558,-89.5908918,-4.762720181,25.16019071,0
1.184429245,66.49222438,-89.65831372,-4.683680929,25.46430354,0
1.127674251,67.95898831,-89.60497693,-4.685145701,24.8979456,0
1.10869494,68.66912369,-89.58539619,-4.695546984,24.62108266,0
1.098779419,69.05955084,-89.49178997,-4.753436631,24.44345364,0
1.059656356,69.35636528,-89.55322037,-4.584183015,24.05753948,0
1.040673135,69.55231671,-89.59061128,-4.456667023,23.78926537,0
1.023369616,69.62471815,-89.63933361,-4.421205766,23.80417491,0
1.027988621,69.71452849,-89.63380497,-4.454206145,23.73052859,0
1.042648996,69.85033386,-89.59535265,-4.500244663,23.49430247,0
1.043081062,69.84098876,-89.63146096,-4.531252329,23.48264111,0
1.012894288,69.98512419,-89.72324446,-4.522958284,23.52467387,0
0.98293796,69.87188067,-89.82372274,-4.464493582,23.1555939,0
0.930448561,69.70940102,-89.82971338,-4.45974581,23.11043188,0
0.961081583,68.71621255,-87.93762489,-4.349397438,22.68328903,0
1.056691507,68.08449309,-85.51798087,-4.470858317,22.10439544,0
1.063072269,67.29577013,-84.88350887,-4.462015795,22.30474871,0
1.116726382,67.38203345,-85.13784842,-4.476537458,22.48862419,0
1.226514524,66.62448622,-85.59639108,-4.457805284,23.36992134,0
1.222044134,66.88087391,-86.79202356,-4.261289424,23.96817982,0
1.205104287,67.30467421,-87.68761947,-3.999024612,24.18714143,0
1.180728228,67.62550058,-88.93777349,-3.896733241,24.52310506,0
1.118024292,67.6918624,-89.35248061,-3.913128267,24.55178981,0
1.092920144,67.91454489,-89.71175446,-4.078954031,24.6323409,0
1.06998198,68.06280555,-89.87187958,-4.126992158,24.50277819,0
1.070752274,68.09343592,-89.85861406,-4.129371693,24.4807435,0
1.328611699,59.54302165,-88.22729976,-0.240883162,21.72132439,0
1.329778076,59.91394562,89.28567253,-0.69453754,23.55779064,0
1.209294832,60.10833764,88.17926329,-1.144251492,23.9346407,0
1.178813592,60.45177549,88.08313542,-1.47589867,24.23671342,0
1.126535941,60.59112563,87.81844343,-1.493375112,24.6024188,0
1.110265241,60.98406417,87.90240769,-1.475001249,24.75436217,0
1.100435748,61.15826371,87.7853949,-1.455880433,24.53816142,0
1.065732158,61.23905898,87.5762309,-1.49039851,24.55302572,0
1.04848036,61.40534837,87.62731772,-1.499644098,24.28902747,0
1.034596678,61.65119573,87.56532687,-1.494367932,24.17024953,0
1.000431744,61.82876745,87.57002918,-1.522661772,23.79431634,0
1.007989107,61.96026552,87.59252684,-1.545712659,23.87842932,0
1.001133313,61.86225875,87.61912314,-1.746066148,23.7742951,0
1.005430689,61.88929836,87.62490745,-1.77694725,23.64968883,0
1.008053322,61.90559069,87.48525208,-1.917535314,23.68492057,0
1.003823426,61.83265448,87.5666326,-2.029764259,23.70186855,0
1.011792084,61.82986878,87.64134201,-2.048355824,23.72249108,0
1.013119631,61.8810426,87.73375596,-2.04073394,23.57838717,0
1.009936352,61.88107979,87.77103632,-2.162578867,23.43897803,0
1.021295205,61.86819508,87.78548286,-2.213633405,23.41018333,0
1.025515459,61.83454231,87.82949246,-2.23242277,23.44399747,0
1.024324071,61.78623146,87.83761151,-2.360582264,23.32789653,0
1.014309547,61.70747734,87.94442592,-2.488864175,23.3497225,0
1.020540053,61.45925649,87.86486395,-2.670338673,23.32395247,0
1.014562799,61.29325193,87.76786778,-2.671490407,23.26603865,0
1.008757213,61.22863789,87.9000378,-2.713283655,23.2755431,0
1.056811448,60.6696115,88.00383109,-2.740734731,23.75980445,0
1.068796348,60.23432339,88.20831642,-2.755707887,24.24178377,0
1.063782967,60.01847431,88.21693351,-2.612923527,24.4663399,0
1.059569504,59.96615584,88.70996864,-2.299616774,24.29501184,0
1.059494208,60.06921472,88.87778071,-2.045347481,24.22035987,0
1.090521674,60.24876755,89.4640011,-1.554042057,24.14246374,0
1.066766453,60.28290305,89.94325458,-1.024352259,23.95225944,0
1.119574942,60.15718232,-89.46410931,-0.666486166,24.09214675,0
1.165375999,60.24420246,-89.10928348,-0.413786139,24.05700835,0
1.16357818,60.49912988,-88.83494062,-0.227313232,24.10024224,0
1.179659635,60.46875318,-88.65119549,-0.0564934607,24.2395104,0
1.204836612,60.53145056,-88.31792621,0.0926446066,24.22820352,0
1.238376627,60.40628388,-88.29258844,0.413032002,24.35619621,0
1.227636368,60.29928371,-88.03631612,0.512260058,24.27840529,0
1.241330742,60.48335036,-87.84419276,0.643579444,24.41713705,0
1.227476176,60.82134832,-87.9029207,0.714694418,24.45486511,0
1.248105159,61.0027839,-87.94181584,0.614728242,24.50186879,0
1.218241026,61.00746828,-88.10148202,0.546558174,24.57172942,0
1.20233783,61.0138073,-87.90256169,0.504726236,24.87811844,0
1.194905217,61.07529875,-87.76450654,0.422601488,24.75776106,0
1.25112453,61.06035345,-87.50762817,0.237811064,24.61337923,0
1.275634689,61.29791326,-87.54343088,0.10323363,24.49779524,0
1.269034545,61.50279521,-87.52438913,-0.197673436,24.35674038,0
1.237806164,61.73993239,-87.55793531,-0.211356812,24.27097294,0
1.247241687,61.73465366,-87.4762488,-0.274780639,24.33056651,0
1.257729567,61.87484993,-87.3676669,-0.793727939,24.48589157,0
1.266608773,61.96535286,-87.40907592,-0.890008536,24.30373451,0
1.271479699,61.87002151,-87.45009394,-1.060776699,24.46278725,0
1.301270083,61.68941255,-87.5516397,-1.464938403,24.4517453,0
1.336371946,61.7879076,-88.34176238,-1.795823108,24.521937,0
1.302394281,61.55595206,-88.56619253,-1.934621954,24.5371924,0
1.227635523,61.42132359,-89.13822941,-1.983656999,24.58793118,0
1.172084166,61.61913495,-89.54203086,-2.321155141,25.17004082,0
1.138453113,61.80236337,-89.73928657,-2.680271127,25.19929517,0
1.160771675,61.87384025,-89.71998657,-2.673286266,25.07184972,0
1.148807324,61.92374995,-89.69006212,-2.664908156,25.13204122,0
1.20346088,61.92028263,-89.66255108,-2.663937646,25.09871354,0
1.174190277,62.32805408,-89.72664672,-2.335056851,25.05826935,0
1.146425331,62.31286359,-89.81321225,-1.984386971,25.11184896,0
1.153874856,62.47452799,-89.69524925,-1.98052303,25.73688822,0
1.158270615,63.43153741,-89.73248876,-1.900191983,25.87271655,0
1.134192257,64.17567248,-89.75538401,-1.924199077,25.49427364,0
1.09228172,65.42268839,-89.77391246,-2.023034451,25.29127254,0
1.124500302,65.89745627,-89.66695818,-2.169154378,25.31381912,0
1.166819325,66.09221534,-89.70688954,-2.195013484,25.55312224,0
1.173518648,66.09005826,-89.71337753,-2.313816659,25.47666602,0
1.22197476,66.07561914,-89.65419231,-2.349716234,25.62649247,0
1.183867382,65.97882014,-89.66720004,-2.352077316,25.66934532,0
1.235141622,65.8230432,-89.12002051,-2.369760271,25.4916789,0
1.250867495,65.74363799,-88.83778752,-2.363046238,25.46486713,0
1.185585884,65.9286208,-88.81639907,-2.398297221,25.21924234,0
1.190991286,65.93986485,-88.65895054,-2.410328367,25.07851963,0
1.135523245,65.95811838,-88.69124811,-2.42545132,24.95303569,0
1.006023109,65.75583971,-87.97217844,-2.36316854,24.65804977,0
1.029506759,65.280678,-84.44138265,-2.370579422,23.3232435,0
1.090687191,64.78276591,-81.40389797,-2.264591151,21.71571497,0
1.162021232,63.82580778,-78.18228187,-2.218165975,20.50503445,0
1.178228107,63.8017855,-78.18917582,-1.964230964,20.68617975,0
1.21389967,63.62448022,-77.63419287,-1.86870516,20.33441985,0
1.325681927,63.41798012,-76.99979957,-1.841161745,20.20997489,0
1.368189607,62.77196871,-75.49805719,-1.89027221,19.4296611,0
1.264477387,62.3319512,-75.84806257,-1.95820853,18.9676195,0
1.383321674,59.27245543,-77.0230238,-2.090812287,20.50446138,0
1.367961732,58.6193397,-76.85676996,-2.199798622,20.42015106,0
1.431773131,57.22863642,-77.35931682,-2.272469284,21.25485278,0
1.495078533,56.54400559,-77.6926087,-2.281621216,21.59868893,0
1.63651381,56.70456454,-77.90227623,-2.266489365,21.73495347,0
1.605718741,56.89674898,-79.44273459,-2.224379657,22.37355109,0
1.449555026,57.77737779,-82.96993943,-2.199234317,23.57281483,0
1.411251933,58.23124005,-84.55254614,-2.157055836,24.14399563,0
1.322213128,58.59008564,-86.7105068,-2.170564752,25.12045871,0
1.379300483,59.30417279,-89.07180293,-2.108914042,25.80012521,0
1.327452406,59.58302465,-89.55237971,-2.064417598,25.45078284,0
1.17681225,59.56950535,86.98412316,-2.241619872,26.8112225,0
1.12894696,59.1802853,85.31166479,-2.362259742,27.35325629,0
1.025522622,58.99478086,83.10275731,-2.30307034,28.17407634,0
0.879991945,59.58275553,80.909584,-2.203262439,28.13613643,0
0.877752036,59.97402012,80.2067759,-2.194464104,27.69438975,0
0.802329545,59.93034964,78.30465156,-2.195764695,28.20532068,0
0.781489316,59.62577501,77.6625435,-2.226356526,28.59707675,0
0.792155424,59.45582586,77.72869251,-2.389330953,29.0137455,0
0.828818482,60.73497359,78.16855621,-2.381812375,27.70575315,0
0.776085655,61.39213586,78.70196877,-2.326405619,27.2894041,0
0.791860613,62.17277822,82.26226885,-2.152690995,25.64782545,0
0.881241495,62.54625373,86.7274505,-2.127104072,24.44576941,0
0.964542417,62.42148853,89.68433146,-2.010344577,23.47367371,0
1.073383425,61.94565864,-88.03752579,-1.993675974,22.83583749,0
1.140464639,61.71255975,-86.74788764,-2.038682945,22.7990039,0
1.159434221,61.52336266,-86.96541181,-2.110312714,23.08123892,0
1.156701758,61.53038539,-87.46860233,-2.21886941,23.46468516,0
1.16806539,61.43847887,-87.86048372,-2.148342889,23.92759724,0
1.150753607,61.46789229,-88.15959709,-2.176099942,24.17175751,0
1.143709057,61.76735858,-88.35289869,-2.30201222,24.13431309,0
1.123812666,61.96951738,-88.53176369,-2.398914328,24.1818536,0
1.096881758,62.19028273,-88.74953887,-2.542903778,24.05859596,0
1.104429517,62.31939063,-88.87348233,-2.589309657,23.90414794,0
1.125701867,62.49892316,-89.16634552,-2.492453917,24.39023733,0
1.134744716,62.60438905,-89.33348582,-2.488313264,24.54201017,0
1.16215415,62.5423052,-89.42257592,-2.520260579,24.85570034,0
1.194434762,62.57973854,-89.4305761,-2.529513651,24.93649947,0
1.165248202,62.6179164,-89.57613165,-2.554425586,24.93864382,0
1.155559361,62.60705024,-89.62500689,-2.631006546,24.86707703,0
1.138942769,62.58515374,-89.65069331,-2.926087109,24.90192101,0
1.10645544,62.60944568,-89.76808105,-3.102941886,24.86038524,0
1.143340624,62.53660205,-89.79100122,-3.409598334,25.01235919,0
1.109801833,62.82824091,-89.90357893,-3.341820708,25.01627012,0
1.069311255,63.25857366,-89.92038529,-3.344823695,24.5002692,0
1.07325988,63.5303681,-89.92988899,-3.38658952,23.98417498,0
1.08544762,62.97708321,-89.93889875,-3.37533532,22.88099194,0
1.032465062,61.1364073,-89.94571484,-3.342174821,23.43129534,0
1.029932164,60.36812341,89.95515839,-3.1754751,23.70612734,0
1.039484489,59.88868412,-89.97224721,-3.018594374,23.90409954,0
1.036654488,59.4541415,-89.91176109,-2.881401866,23.83651409,0
0.996257883,78.75597156,-88.71217056,-0.122926804,27.89116372,1
0.984721523,77.05079038,-88.2546576,-0.710226284,28.09683336,1
1.007784099,77.00860263,-87.43056733,-0.380481193,27.82408807,1
1.002770204,76.9593395,-86.95534749,-0.650137542,27.52458914,1
0.983203145,76.60569533,-86.84834199,-0.723430887,27.87746464,1
0.996293316,76.48610792,-86.6923447,-0.734388896,27.51799887,1
0.988406034,76.21934341,-86.91315885,-0.756426777,27.70069185,1
1.134463037,76.03553713,-86.91716878,-0.98549907,29.27158466,1
1.092449954,77.05944588,-87.8663113,-0.860106402,29.29325352,1
1.129507929,79.52614136,88.39414663,-0.945971962,31.46796002,1
0.983928839,83.4962384,84.61283134,-0.918023259,30.91212055,1
0.961550831,83.73974991,83.72481456,-0.890815031,31.2024206,1
0.939677787,83.42722555,84.12283965,-2.42233317,31.24978282,1
0.986727385,85.19423203,89.52598326,-3.435516107,28.28547646,1
1.028617582,85.86708034,-87.58370763,-4.529684558,27.50733761,1
1.079583297,86.23303071,-85.11279477,-5.334098062,27.09910122,1
1.103294239,86.58105881,-85.48621124,-5.232674646,27.72665408,1
1.046228128,88.31330086,-85.79375654,-5.163278415,26.82781677,1
1.058946679,89.27481505,-84.61861201,-5.580235236,26.44628694,1
1.108566693,89.16164034,-83.82432797,-5.683662666,26.84838957,1
1.183668396,89.77394129,-83.45030659,-5.64065931,27.49013122,1
1.189990967,98.9162975,-82.664706,-5.536692117,25.0211831,1
1.242587112,108.2105955,-82.11427783,-4.377006106,23.76817252,1
1.224351439,119.9144143,-79.44173206,-3.65477406,22.02612252,1
1.334506745,146.2783758,-65.63280846,-2.856435301,19.85507776,1
1.241957964,166.7701184,-37.95157219,-4.312032281,18.8208434,1
1.044758052,167.3357819,17.64551953,-7.723730239,11.17603071,1
1.144239458,154.5174523,37.2638167,-5.286047408,17.77109097,1
1.138249703,166.373845,24.56531427,-2.343718089,18.16364339,1
1.117798955,158.3844756,-43.23035044,-1.928799617,22.51097804,1
1.119045421,129.4677851,-68.84997382,-0.246388057,25.31429749,1
1.132074543,110.1709822,-76.43065203,-0.0878208313,25.73287877,1
1.10957344,86.63820796,-82.45544046,-0.407117318,28.80526681,1
1.054033382,80.59653683,-83.28987544,-1.152855804,27.81493179,1
1.028720032,77.29098421,-84.95223619,-2.87475873,26.89199977,1
0.995323991,78.44525982,-85.73229358,-3.434493024,25.46727499,1
1.047588663,77.64013433,-85.39193786,-3.580564449,26.48185036,1
0.995085819,79.14859126,-84.84984087,-3.618216443,26.09173328,1
0.99923818,79.89655883,-84.46631599,-3.996446693,26.12364036,1
0.985736336,81.85007563,-84.07984159,-4.141107841,25.81279953,1
1.019169564,83.1862758,-83.57103006,-4.585186591,25.7265862,1
1.101737518,82.19609973,-83.61914935,-4.929339662,26.72228449,1
1.121211765,82.33938502,-86.30133937,-5.018868151,28.33285643,1
1.207752411,82.84042718,-88.09942923,-4.372387469,29.20182657,1
1.230253106,83.93013077,80.87061609,-3.617856498,32.70428312,1
1.260365896,82.51293092,77.32264319,-2.328729266,34.37092204,1
1.104995904,82.99194015,75.34555185,0.252948458,34.50863362,1
1.11874408,83.18795678,77.78856188,4.293418465,34.36406147,1
1.136385081,85.50316255,80.20763231,7.174818067,33.41799944,1
1.106429154,88.65594341,81.58915018,11.29926555,32.62967349,1
0.962265008,92.53774252,83.20402564,13.01381391,30.50173929,1
0.964268673,93.84254816,87.31913355,13.89593038,29.10134114,1
0.990090846,95.762389,89.8230717,14.38295405,27.82648499,1
0.977641518,98.60567304,89.44917001,14.71841858,26.92540722,1
0.97489496,101.2730546,-89.86564055,15.30768369,25.9706429,1
0.967584077,101.8773535,-89.47945111,15.18437278,25.49624816,1
0.947275338,102.3450386,-89.74866675,15.48449658,25.12933954,1
0.923106752,102.0779971,-88.70780631,15.52697134,24.34030523,1
0.957569493,97.50407553,-88.72434044,15.52517147,25.70170728,1
0.987860223,92.25339403,87.67881877,12.5740462,26.72781733,1
1.004920157,84.36264909,85.90190357,4.14853634,28.47014334,1
0.948974142,82.23995921,82.012575,-4.726594412,30.00762328,1
0.907272107,87.50544347,77.21050769,-11.57922707,30.17437757,1
0.927824667,94.01487927,74.25584114,-8.865319277,28.10539272,1
0.907369365,96.62016013,75.42472718,-5.994934116,25.92998134,1
0.910306497,94.86313631,74.67531655,-4.428097222,25.76895716,1
0.945808255,95.78183036,77.32415831,-4.280888807,26.12683346,1
0.953665641,96.51606626,77.82927509,-3.129882687,26.48374045,1
0.948640212,94.18781646,77.63742585,-2.574661339,27.02361827,1
0.945950991,93.36701243,78.63327133,-4.015862342,26.59587139,1
0.969134844,92.65225336,80.66730241,-5.225233433,25.70398042,1
1.018383172,94.58497673,85.07888019,-6.612969407,24.50526881,1
1.029809169,93.71092321,88.2133815,-6.688713603,23.68826288,1
0.987381994,91.16786822,89.901846,-8.665369729,24.24141168,1
0.98114667,88.14338182,-89.72309867,-13.54280639,24.55781984,1
0.989161082,90.91048256,-89.20827489,-17.09066952,21.93445123,1
1.026258999,81.38355148,88.62699362,-20.30891468,20.98313984,1
1.015806188,74.83993886,87.7081057,-16.49036261,22.05472707,1
0.927881445,65.3222625,89.54563685,-8.903719833,24.07361215,1
1.061785298,61.93272049,-89.91270704,-5.790022317,27.04550747,1
1.131209421,62.95917064,89.06231707,-4.968382882,26.28511709,1
1.371256038,62.81208361,87.08128894,-5.827231523,26.01603616,1
1.396022302,61.85693094,86.30633903,-6.239821405,25.63034423,1
1.545501259,60.78419637,84.10762931,-5.44126381,27.20142839,1
1.529391128,62.07431825,82.4274463,-5.287384557,27.69429181,1
1.369052176,64.63028875,79.87597532,-5.230456778,26.84330592,1
1.354596503,65.10253409,78.01653033,-5.910293944,26.62775286,1
1.26237615,65.74973492,77.64861203,-6.119373158,25.66669562,1
1.318916356,66.01498427,77.401987,-5.944351182,25.74283284,1
1.320811865,67.47559416,77.32822947,-5.615335242,25.58168751,1
1.355921437,67.93840032,77.61449512,-5.740466627,25.89319871,1
1.350916316,67.74226742,78.4007963,-6.217639086,25.98898877,1
1.401678641,67.7694499,78.42968194,-6.22008888,26.11907838,1
1.46389735,67.95429474,78.58869694,-6.325987016,26.46084296,1
1.292161671,70.61920452,80.24705201,-6.684532093,24.1545415,1
1.259609462,72.24870017,80.40456782,-6.485441663,23.58417977,1
1.318531136,72.21447416,80.08635289,-6.224464475,24.34103616,1
1.658248112,80.01103132,78.26256323,-5.60353593,24.64590932,1
1.327006024,90.14918241,76.68783407,-5.646422208,23.39547953,1
1.063622842,110.7826869,76.42890201,-4.683699104,19.88803467,1
1.000127338,128.7530027,76.45222193,-4.578913723,18.1651251,1
0.848961808,149.8505192,87.03365683,-1.379650609,10.09274627,1
0.841921376,150.8102176,-79.54655197,0.959928315,8.096475089,1
0.879497662,153.1540995,-67.05198162,4.708598105,6.527419631,1
0.880750696,160.1695822,-56.54508349,4.245971093,7.108255239,1
0.858525152,156.7042767,-53.68745562,4.023563285,10.00939195,1
0.910385397,147.5963723,-54.6112139,3.939447784,18.44269962,1
1.002296738,143.5590276,-50.17171486,3.236679373,19.98456017,1
1.012603654,123.5476578,-53.98942432,2.034053579,18.6723062,1
0.998654294,96.07826281,-55.96973676,1.687595943,19.39931798,1
