Nose And Shoulder Angle,Eye Angle,Label
68.551491548,90.017819604,0
68.845668715,88.994876329,0
69.175549959,87.460922224,0
69.80593581,85.870604958,0
70.319562765,84.44970304,0
70.434293519,84.378435791,0
70.664301967,84.15803722,0
70.719180895,83.950051411,0
70.735190385,84.0606895,0
70.723273608,84.096276014,0
70.806043911,84.283708036,0
70.809533801,84.303092199,0
70.519701373,85.091085772,0
69.868272819,87.261508649,0
69.415450814,88.666049314,0
69.365386291,88.720278497,0
69.150061372,89.288328589,0
69.104872044,89.293272336,0
69.157794667,89.077073045,0
69.226772438,89.020937556,0
69.236434227,88.939196883,0
69.746902338,88.058527196,0
69.904261717,87.574474239,0
71.330506663,84.453449792,0
72.025698385,83.490687954,0
72.31598438,83.317187966,0
72.555492119,83.186406062,0
72.580348406,83.321882766,0
72.33542157,83.75440052,0
72.485702704,84.114796323,0
72.457188582,84.622609052,0
72.725920888,84.35849036,0
72.735231361,84.476860092,0
72.705192169,84.693159024,0
72.644269883,85.033012508,0
72.766331516,85.215929035,0
72.654812228,85.646510103,0
72.427572688,85.965777216,0
72.13273752,86.399801063,0
71.755022869,87.370711629,0
71.545811486,87.720073465,0
71.490388833,87.815527263,0
71.362258928,87.762127573,0
71.339171136,87.702002997,0
71.347651423,87.743895775,0
71.401658788,87.720225742,0
71.40737421,87.821006979,0
71.290346271,88.060386122,0
71.291710646,88.189496184,0
71.745345716,87.061172907,0
71.603570223,87.077065015,0
71.49097704,87.361432928,0
70.413027565,89.663251939,0
69.949725201,90.105338968,0
68.962541438,92.008286986,0
67.993172855,93.606451665,0
66.920467427,96.880933995,0
66.68351835,97.255489284,0
66.362819939,97.338197636,0
66.227436982,97.127034906,0
66.262414832,97.01085223,0
66.331198748,96.833679371,0
66.497362836,96.458776951,0
66.403430059,96.398138372,0
66.359620064,96.318849805,0
66.368082154,96.237066965,0
66.551746312,96.046343487,0
67.066384213,94.747887967,0
67.146800751,94.979690888,0
67.150923071,95.154582352,0
67.231001856,95.404600262,0
67.32459424,95.242708143,0
67.35195039,94.886942427,0
67.587162723,94.574289021,0
67.683939331,94.096215329,0
67.841079097,93.564437746,0
67.72489293,94.038138011,0
67.743703024,94.087008963,0
67.797058405,94.079344866,0
67.822332599,93.857754687,0
67.787636373,93.920571247,0
67.868584297,93.98938828,0
68.056093402,93.710304587,0
68.672914808,92.060493702,0
68.841818181,91.670797512,0
68.647851303,92.214098766,0
68.898122797,91.451407657,0
68.889730141,91.26456225,0
68.922960605,90.865679523,0
69.120055815,90.113867927,0
69.117478257,89.860924914,0
68.983990598,89.628963488,0
68.907584916,88.884476781,0
68.627748978,89.461499632,0
68.545952798,88.921883098,0
68.444084256,89.228129563,0
68.34423467,89.640480083,0
68.214994542,90.005782672,0
68.190722281,90.162477321,0
68.120078137,90.498867964,0
68.357481937,90.325297002,0
68.835895759,89.750998314,0
68.886639667,90.079416626,0
69.025692783,90.041672124,0
69.039068931,90.166720916,0
69.014824565,90.441746872,0
69.07014003,90.373004976,0
69.126281978,90.531365164,0
69.292255001,90.633424549,0
69.421441084,90.355814157,0
69.435332412,89.889788136,0
69.505486283,89.922772322,0
69.48424952,90.214547932,0
69.248370534,91.149086071,0
68.82485821,92.28866101,0
68.735310714,92.40690665,0
68.184082295,94.415400904,0
67.832292973,95.39492387,0
67.836869066,95.868661925,0
67.817659468,95.967362466,0
67.841761358,96.068198532,0
67.853895279,96.220350793,0
67.793959796,96.238599575,0
67.781501208,96.290261309,0
67.559061819,96.88751878,0
67.618334119,96.295687527,0
67.724629376,96.220226227,0
67.818576102,96.049604372,0
67.87458353,96.092043067,0
68.096747868,95.167540524,0
68.246735519,94.794468942,0
68.453615473,94.326463203,0
68.71791824,93.713402539,0
69.180498863,92.344210004,0
69.51874272,91.821176267,0
69.972720754,89.990813429,0
69.97033979,89.56506134,0
70.019065845,89.482390628,0
70.049956334,89.469050021,0
70.056196919,89.55464394,0
70.003871527,89.476005306,0
69.830169379,89.714116425,0
69.319818345,91.23041725,0
69.287796157,91.285523215,0
69.227346716,91.071321967,0
69.264095657,90.839373897,0
69.216026373,90.787154053,0
69.038101613,91.413218751,0
69.068514572,91.329612554,0
69.517605741,90.531096497,0
69.777243023,90.257248655,0
69.922423578,89.787089756,0
70.134889201,88.967998198,0
70.232870031,88.797135239,0
70.375187365,88.454978808,0
70.493195937,88.357151567,0
70.787335214,87.565802741,0
70.750602111,87.62129949,0
70.838513182,87.719102938,0
70.974076473,87.279060246,0
70.980526364,87.221468898,0
71.010794193,87.302459072,0
70.696414729,88.127418872,0
70.599628811,88.418127281,0
70.278233694,89.502945377,0
69.852781259,90.6988153,0
70.109722702,90.414846493,0
69.964467941,90.606681807,0
70.283901537,89.651992536,0
70.163030051,89.766908951,0
70.137276492,89.768073114,0
69.844000941,89.999700758,0
69.765271623,90.344850328,0
70.218439946,89.163695457,0
70.13132312,89.138045602,0
70.268060948,88.863393764,0
70.420642471,88.749674341,0
70.112340577,89.381843963,0
70.268981875,88.870942228,0
70.619530012,88.290074046,0
70.774302368,87.918794385,0
70.738580377,87.904541451,0
71.261763373,86.818056465,0
71.294557927,86.797961372,0
71.435083202,86.421844549,0
71.731796713,85.71494083,0
71.680359817,85.900106905,0
71.684916145,86.073183641,0
71.164103149,86.684282767,0
70.601217283,88.313442052,0
70.316969079,89.396724592,0
69.76699124,90.848916468,0
69.739015077,90.990156575,0
69.75652235,91.120739544,0
69.28001987,92.318365344,0
69.21940431,91.759499126,0
69.108354863,91.037131385,0
69.074103124,90.935619401,0
68.99315598,91.078523971,0
69.005620792,91.216816717,0
69.170959486,90.872106291,0
69.498797926,90.153057882,0
69.932875819,89.145505823,0
70.481738892,87.609683524,0
70.781650857,86.933668218,0
70.838937763,86.82462763,0
70.869117937,86.773296436,0
70.68915111,86.761368057,0
70.830902109,86.683381578,0
71.287820927,85.600580431,0
71.288866053,85.730063495,0
71.287195441,86.061581111,0
71.220385968,86.252549787,0
71.158955568,86.125131133,0
71.15456,86.263981529,0
70.716445511,87.537442976,0
70.400472549,88.342773275,0
70.167974816,88.799095009,0
70.071785565,88.951773983,0
69.607573831,89.478632943,0
69.448282627,89.654689344,0
69.338841248,89.963003422,0
69.134173434,90.522270652,0
69.01876366,90.961728688,0
69.033193222,90.574868796,0
69.762720276,88.598640806,0
69.596358198,88.803188389,0
69.469257766,88.913625641,0
69.200485777,89.198104068,0
69.315861995,88.956316816,0
69.091155425,89.213674126,0
69.342259674,88.217551092,0
69.421256487,87.952570981,0
69.196753587,88.609640146,0
69.171434965,88.796264866,0
69.324350877,88.291514996,0
69.191686034,88.757469323,0
68.941964067,89.417549126,0
68.70946696,90.525806472,0
68.997034088,90.215791505,0
69.032810356,90.383755822,0
69.130339484,90.056216512,0
69.241089595,90.000198016,0
69.298112717,89.775524996,0
69.293077319,89.86025955,0
69.58859384,89.539723976,0
69.596920722,89.719482332,0
69.600248044,89.808332535,0
69.618491303,90.141002926,0
69.677487518,90.073311022,0
70.216623858,88.607879065,0
70.286041297,88.28910122,0
70.605911578,87.46618402,0
70.538098953,86.952736986,0
70.520687966,86.961935949,0
70.417184892,87.413538518,0
70.432695977,87.874062461,0
70.484490658,88.042139643,0
70.573032898,88.041682191,0
70.628175211,88.080687415,0
70.747053457,87.780649538,0
70.71953609,87.719225062,0
70.766225369,87.523391959,0
70.741570073,87.465886603,0
70.854887599,87.224683439,0
71.070196994,86.406789787,0
70.763949479,86.950001478,0
70.906182866,85.984537723,0
70.877376348,85.857408015,0
70.958804057,85.735201272,0
71.427037184,84.613238702,0
70.394371319,86.372434315,0
70.419587401,86.369148793,0
69.827932125,87.560806279,0
69.79277821,87.60794826,0
69.750495574,88.373475291,0
70.41118622,87.923606315,0
70.391380867,88.095283228,0
69.721927399,90.00634607,0
70.065163587,89.531958901,0
70.44606636,88.418528669,0
70.096690257,89.262280088,0
70.096652052,88.849933884,0
67.414997929,95.707523449,0
66.864934087,95.865647678,0
66.756847592,96.334637907,0
64.858647863,100.97505755,0
63.412646603,102.78587014,0
62.192393584,107.41578971,0
62.231334539,106.55127015,0
62.466980288,104.5369395,0
62.658547105,103.34539025,0
62.864443351,102.36240905,0
62.668433615,101.91577083,0
62.524636562,102.71561393,0
62.635689945,102.6110512,0
62.671082662,102.39816772,0
62.751531208,102.43192992,0
62.830434746,102.27929282,0
62.871263173,102.43216185,0
62.911472951,101.78930287,0
62.69445766,101.50007631,0
62.625325405,101.00014676,0
62.465251923,100.93232443,0
62.346262566,100.95012865,0
62.539467526,102.18367615,0
62.775233267,102.5013767,0
62.776839865,104.22161079,0
62.741526625,105.13522119,0
62.830839867,104.33979437,0
62.907263114,103.71281048,0
62.80604903,103.75507621,0
62.732495572,103.75458482,0
61.930345442,106.85058122,0
61.505815438,108.44661433,0
61.595444918,108.30920553,0
61.617944341,107.95141563,0
61.643532143,107.7039617,0
61.747328997,106.99294583,0
61.807677913,106.53733503,0
62.042465604,105.56920825,0
62.210662508,104.89618002,0
62.235759455,103.90996796,0
62.259027952,103.16290056,0
62.129743549,103.34257406,0
62.049029804,103.44627048,0
62.622365969,101.26198017,0
63.053202443,99.981377893,0
63.459291781,100.44855105,0
63.730108237,100.52032231,0
63.85723585,99.287052413,0
63.946396334,98.471051964,0
63.673179775,98.821096744,0
63.835197855,99.511982231,0
63.945465265,99.72143999,0
63.836462394,102.51248947,0
63.778096246,103.57716364,0
63.255188782,104.3614724,0
62.924524822,104.70867958,0
62.67192916,105.51064823,0
62.516103355,105.94179345,0
61.529388928,109.0258012,0
61.009872858,110.56011856,0
60.776769094,111.3548783,0
60.625641409,111.83945995,0
60.632262846,111.48933718,0
60.639918236,111.22926099,0
60.606080761,111.09669883,0
60.582659271,110.953542,0
60.530760318,110.78771764,0
60.501286488,110.65898084,0
60.641273461,110.00501502,0
60.801760968,109.51713512,0
60.93498205,109.06828242,0
61.552783541,106.24565523,0
61.958998089,104.48780703,0
61.99404165,103.92002804,0
62.008905966,103.33943467,0
62.078344339,103.16958081,0
62.136889546,102.97670991,0
61.941626058,103.9681219,0
61.785212488,104.71715554,0
61.771668747,104.74911635,0
61.763501016,104.78781281,0
61.584368096,105.36995994,0
61.568165161,105.33958095,0
61.435503147,106.03583155,0
61.369827692,106.40027682,0
61.336539722,106.51029606,0
61.418732728,106.04785421,0
61.483197446,105.69645934,0
61.681314719,105.18098986,0
61.829356686,104.81143907,0
61.8722281,104.55148381,0
61.930818574,104.30831448,0
61.733823157,105.41216697,0
61.579539992,106.16668519,0
61.537897168,106.45078401,0
61.519794678,106.62587218,0
61.519497896,106.69876101,0
61.513494697,106.71962652,0
61.6046277,106.53105735,0
61.675814275,106.38949483,0
61.227320684,108.38977084,0
60.945253625,109.63081817,0
61.720615287,105.66164265,0
61.632889042,105.52956374,0
61.60717321,105.35268606,0
61.615147631,105.37300583,0
61.623898079,105.38469694,0
61.655996813,105.63940806,0
61.673328101,105.81541367,0
61.696461316,105.96013744,0
61.711160927,106.04557616,0
61.532243449,106.82908265,0
61.440219666,107.24876189,0
61.072676858,109.21519054,0
60.798485689,110.65650737,0
61.022412833,109.50569988,0
61.223813761,108.5616598,0
61.348013836,107.97483519,0
61.418266451,107.53579506,0
62.201420372,104.81005144,0
63.30878686,101.78093359,0
63.855453701,100.2574779,0
64.362591114,98.225234908,0
64.725393786,96.859066593,0
64.694759729,96.539846392,0
64.675981899,96.365914412,0
65.192800917,95.057567447,0
65.489490982,93.992703798,0
65.43740064,93.731069205,0
65.413113764,93.462412051,0
65.41164159,93.462126169,0
65.454315807,93.495289542,0
65.55140873,92.575176596,0
65.627399478,91.910429332,0
65.839954026,91.356022587,0
66.128755218,90.769238405,0
65.989411039,91.205252756,0
66.005410245,92.891523938,0
66.014227768,94.009441746,0
65.549301888,95.831775327,0
65.166264408,97.269361974,0
65.057633188,97.424583766,0
64.972696197,97.490702628,0
64.948332122,97.642533409,0
64.929559957,97.734701866,0
64.924822427,97.406394524,0
64.929054172,97.167514224,0
64.995269629,96.924959573,0
65.040996808,96.730151389,0
65.091987286,96.649529765,0
65.133812635,95.966157217,0
65.154137326,95.357784055,0
65.644895296,94.97678601,0
65.70827265,95.688476241,0
65.707690113,95.876950996,0
65.858447551,95.037265167,0
65.856761428,95.535748724,0
65.657523774,95.866695248,0
65.081365951,97.756803192,0
