face rotation,shoulder between angle,neck angle,shoulder angle,eye angle,y
1.406496442,57.52542678,83.86592121,5.666511983,93.67958502,1
1.400135109,57.20345801,84.12987166,5.616826987,95.63323431,1
1.408587273,56.99972295,84.17733443,5.610066188,96.53169582,1
1.409693164,57.07236703,84.20346451,5.564874288,96.40325884,1
1.412985788,57.03569825,84.20069898,5.529365722,96.30475986,1
1.42621828,57.05371814,84.10428889,5.531787571,96.06286056,1
1.431534614,57.02492362,84.11207236,5.529759158,95.91554258,1
1.439246012,57.02580785,84.04631381,5.527945253,95.77158913,1
1.443717794,57.09602791,83.99634392,5.562927281,95.5307031,1
1.440351989,57.19436241,84.04239469,5.569576416,95.19982872,1
1.431784575,56.92280627,84.15472494,5.580207169,96.32777682,1
1.430439454,56.84245566,84.24134576,5.634963218,96.91829578,1
1.420271817,56.80995048,84.43248378,5.687177723,97.6612849,1
1.387915999,57.10521626,84.78106116,5.620379111,97.65820108,1
1.366762785,57.27333233,85.00266825,5.601398405,97.5219543,1
1.357745025,57.37962011,85.14046249,5.602456133,97.38261497,1
1.321686264,57.63151767,85.48967423,5.545483931,96.86490821,1
1.275033536,57.72008188,85.90418175,5.48102552,96.68086789,1
1.229551227,57.95165926,86.31390381,5.435299412,97.17975024,1
1.218047541,58.43676647,86.43387757,5.417239168,96.29292754,1
