face rotation,shoulder between angle,neck angle,shoulder angle,eye angle,y
1.423815545,62.96167169,82.72928718,6.474146445,91.85301189,1
1.41920124,62.96130274,82.79804829,6.250841683,92.92422093,1
1.412931614,63.00988786,82.9221372,6.020476853,93.11776446,1
1.406852549,63.18396224,83.09720868,5.84504097,93.43076807,1
1.401042719,63.25224197,83.11132919,5.818948901,93.31032005,1
1.396777524,63.27366604,83.18811181,5.543785435,93.15754828,1
1.392288728,63.38565387,83.22490905,5.488483425,92.9589649,1
1.388260404,63.41713985,83.35491167,5.442809142,92.769096,1
1.372286774,63.53527528,83.67248008,5.328587712,92.95485208,1
1.380347296,63.59981037,83.72863448,5.160494505,92.76313953,1
1.380121989,63.55098446,83.78881543,4.976429448,92.7354048,1
1.377955296,63.60045089,83.89012717,4.822261485,92.7108674,1
1.377472866,63.59083285,83.9389281,4.53997598,92.79516519,1
1.375378878,63.6715516,83.93750661,4.484860743,92.64878243,1
1.377615718,63.73254469,83.87639352,4.530609941,92.57201933,1
1.384602473,63.77314539,83.76756822,4.440806583,92.4651216,1
1.388015992,63.79806856,83.7750401,4.405437285,92.24908142,1
1.391829532,63.81269404,83.77397363,4.444271842,92.15532798,1
1.395510037,63.85217341,83.71957886,4.440868187,92.08478016,1
1.389570133,63.93862194,83.80047618,4.435501235,92.17411573,1
1.377079312,64.18692909,83.78790447,4.417296756,91.69562948,1
1.350792225,64.510162,83.73314329,4.495912599,91.56651969,1
1.331314569,64.74077766,83.66884486,4.52898904,91.54131207,1
1.319344439,64.87775621,83.58708975,4.512871662,91.55630733,1
1.308437521,64.95989792,83.53405164,4.495984025,91.69047007,1
1.298496175,65.02588615,83.47630997,4.505049229,91.72591468,1
1.295334264,65.14161335,83.43254788,4.699141842,91.63022915,1
1.29902156,65.12867776,83.40584342,4.697624905,91.61961973,1
1.305354268,65.08803164,83.3882582,4.76377097,91.99675408,1
1.316056443,65.05977351,83.31340948,4.751406027,91.96253245,1
1.33219524,65.04466032,83.23941041,4.81145044,91.60296056,1
1.346051647,65.03299844,83.24447521,4.950867118,91.24968841,1
1.361492001,65.06327886,83.18121498,5.044513297,91.23245006,1
1.352562115,65.09214554,83.38576113,5.064891754,91.63725232,1
1.344091942,65.12638663,83.56141697,5.099345663,91.98297939,1
1.337946312,65.19832713,83.72474742,5.150639726,92.21603518,1
1.330797634,65.21447284,83.79022196,5.241529308,92.34540702,1
1.324478938,65.21844593,83.90942593,5.274740184,92.50071277,1
1.320922962,65.21919514,83.97424671,5.299177208,92.6294714,1
1.333203819,65.26606605,83.8660554,5.5457906,91.75893736,1
1.338655689,65.22305934,83.86248366,5.564886904,91.3075326,1
1.341697233,65.18096584,83.85826654,5.58291577,91.0306089,1
1.343954499,65.14217675,83.82433522,5.62174478,91.03740361,1
1.350327416,65.12620279,83.71644296,5.752111432,91.16626447,1
1.35010778,65.10774867,83.6940952,5.787157801,91.17413511,1
1.355287983,65.14006418,83.67909188,5.832562736,91.49829708,1
1.358134076,65.11777346,83.67213517,5.843314319,91.7572355,1
1.36531083,65.14168879,83.50553774,5.867469227,91.83703612,1
1.370795638,65.08601334,83.45282431,5.734773023,91.97797513,1
1.377325634,65.03034759,83.32400569,5.713079535,92.14809304,1
1.381129704,64.99438308,83.28275619,5.641213505,92.09557579,1
1.381043947,65.00254299,83.31153523,5.586501955,92.06882518,1
1.381097992,65.0166171,83.33430047,5.544279484,92.04346038,1
1.385555843,65.02192506,83.27926462,5.418721332,91.75063386,1
1.394981533,65.04715607,83.20017081,5.412587618,91.46882941,1
1.395568509,65.08823026,83.188554,5.425277368,91.31401091,1
1.395858166,65.1507034,83.12413255,5.381315977,91.3039729,1
1.39701085,65.1695057,83.18909824,5.232528872,91.23713509,1
1.399647232,65.22859293,83.23030071,5.221599182,91.66627043,1
1.399033597,65.2050091,83.23359144,5.281683889,91.94347194,1
1.397999342,65.26015703,83.1615878,5.329608686,92.05623084,1
1.393810623,65.31293965,83.19449994,5.314045849,92.36199193,1
1.391887718,65.40356607,83.2746459,5.271346908,92.46335817,1
1.371440595,65.50110917,83.49467195,5.156566848,92.74681534,1
1.351874906,65.58480579,83.70974272,5.110877153,93.05579528,1
1.332606006,65.67208608,83.89805124,5.119215501,93.3679395,1
1.327839652,65.76088972,83.95493957,5.119482513,93.34673022,1
1.322482971,65.71358817,83.98195187,5.103645135,93.2962249,1
1.322022058,65.66220945,83.95573386,5.180156419,93.42998928,1
1.314691177,65.70013341,83.95338995,5.224155585,93.61370078,1
1.28647628,66.04664642,84.17074906,5.218661633,93.0900156,1
1.279810086,66.1591974,84.24670205,5.194334747,92.81936269,1
1.263919716,67.1584344,84.38036275,5.206363052,91.32463923,1
1.250853143,68.71869436,84.53152687,5.338370183,88.38336567,1
1.258228904,70.30796599,84.38621697,5.355306163,85.02413475,1
1.25069685,70.87174232,84.51440948,5.397102113,84.45981886,1
1.182763559,79.94655322,83.62526652,5.429924552,70.64018649,1
1.177544251,82.86085622,83.22844079,5.418574074,67.83380488,1
1.174738303,84.65530429,83.14850368,5.343592933,67.36798163,1
1.174173844,88.27567217,82.17585907,5.303303168,63.58693471,1
1.198968622,90.4956439,81.55451613,5.326989463,63.03493867,1
1.195471843,90.19816954,81.40870968,5.269969269,63.15539074,1
1.196326028,91.59016128,80.31847794,5.133388082,60.72982197,1
1.195581825,93.79894491,79.22849928,5.186240053,58.35445532,1
1.18297843,94.15666799,79.24953439,5.154698234,58.46268439,1
1.08592849,96.44225193,84.73007929,4.682126857,57.22713837,1
1.050832489,96.94827835,87.17836595,4.366624424,56.12155727,1
1.048560223,96.58132993,87.01606282,4.426582244,55.72382422,1
1.014555418,99.85710015,88.68918488,4.33831857,53.48550231,1
0.98604707,100.4773516,-88.79277835,3.902332975,52.0600414,1
0.981456947,100.4282076,-87.81327948,3.509807752,51.78196167,1
0.986711543,100.0957033,-88.0326438,3.515097663,51.62590705,1
0.986851776,99.62299533,-88.29842708,3.51826371,51.71333013,1
0.975986896,101.151452,-88.43674576,3.490120827,51.14491671,1
0.977245169,102.0950122,-89.49040328,3.494401364,50.28786404,1
0.964420645,104.0019231,-89.04178618,3.403398515,50.02046797,1
0.951203794,104.5669784,-88.87688817,3.494798806,50.34568119,1
0.945831758,106.0844463,-89.0101718,3.77334081,51.26922421,1
0.946582347,105.0989641,-83.91256978,3.227115137,49.93896379,1
0.934125985,104.5551445,-81.24494944,2.82538634,49.90900766,1
0.938087893,105.7588999,-81.65768739,2.39947257,50.55907217,1
0.914464129,106.8976918,-81.90679557,2.00836429,52.44370922,1
0.91477796,109.5830376,-78.53869462,1.73612571,51.68205913,1
0.917446421,111.872048,-78.64052205,1.658018555,51.11201753,1
0.92704509,111.9344204,-78.25488549,1.636344606,51.01248534,1
0.921428622,111.9285167,-78.05490462,1.629350688,50.91028416,1
0.875257861,110.4531872,-72.22290353,1.287787183,49.64581294,1
0.875478153,110.1847397,-72.64418526,1.192224327,50.50969876,1
0.879808961,109.9876207,-73.49095789,0.796253303,51.97721759,1
0.878842269,108.982201,-74.00109578,0.998314624,51.81025218,1
0.942416904,111.0895575,-87.06964297,2.140266977,52.96550084,1
0.948490597,111.2076303,88.41526165,2.754468985,53.0639383,1
0.94891436,105.6491771,85.49717176,3.620974436,56.37997596,1
0.990106091,101.3159552,82.86056766,4.066667272,59.05097171,1
1.075954394,94.70837516,81.33372433,4.328594983,61.17607381,1
1.119491229,91.8157355,78.34504211,4.965376031,61.72305472,1
1.17567425,86.26181285,78.05677157,5.49432396,66.34516168,1
1.162934869,79.81358217,80.12595167,5.871633507,73.92494029,1
1.172446613,78.8733935,80.56980229,6.114061627,73.69217735,1
1.226272902,77.39934805,79.61415177,6.426211073,73.70679235,1
1.224482171,77.43910071,79.41543767,6.51692507,73.35644808,1
1.221688857,76.3263251,79.65581994,6.504816446,74.92975487,1
1.25953209,73.45850293,80.23688559,6.543506874,79.84958547,1
1.296006691,72.54752863,80.04432062,6.565130417,81.02135217,1
1.293762478,71.98328117,80.1906178,6.684523946,81.64321262,1
1.291329353,71.78180547,80.34474114,6.556946699,81.61409172,1
1.29236733,71.29343863,80.65300145,6.429339433,82.55911397,1
1.279822217,71.2857507,81.10998925,6.312434937,83.18247062,1
1.242521507,71.68336235,82.0152928,6.045971675,84.24245274,1
1.226690018,71.63541222,82.799314,5.827496706,84.91018233,1
1.21612795,71.68002909,83.24176159,5.791257995,85.1291354,1
1.208447491,71.5997824,83.76879709,5.713126847,85.84595689,1
1.194005686,71.36469098,84.26547919,5.681245993,86.86277971,1
1.1844507,71.23203939,84.62450887,5.677511455,87.2628873,1
1.177148992,70.96089348,84.80804834,5.492198614,87.87867259,1
1.16466633,70.45235497,85.13101778,5.112072486,88.44189254,1
1.157963399,70.3084099,85.46012491,4.86955236,88.1328897,1
1.155619252,70.12891362,85.65861741,4.720012523,88.55664413,1
1.15208509,70.01254209,85.68526875,4.762098842,88.39397478,1
1.149721162,69.99449067,85.6957945,4.753600915,88.21540945,1
1.183958745,69.52405645,84.88988937,4.762794391,88.14522748,1
1.271137593,68.93927609,83.30063285,4.770660756,87.54769105,1
1.312349814,68.60023288,82.55817193,4.778779501,87.2913619,1
1.315170726,68.49129692,82.50427172,4.950180852,87.55094059,1
1.318558679,68.55221279,82.40689805,5.259777131,87.58010822,1
1.339869319,68.3102904,81.98331295,5.426130345,87.20466016,1
1.349421544,68.23295387,81.84778189,5.457271016,87.01212965,1
1.355286393,68.23143468,81.67181907,5.514643175,86.55957825,1
1.363136646,68.29940263,81.48714506,5.529801053,85.73026998,1
1.372611234,68.49111005,81.40215428,5.51533973,85.17401249,1
1.374604399,68.53925404,81.39904502,5.53451261,84.93211365,1
1.378270793,68.53155292,81.36358415,5.577017694,84.82245912,1
1.378419454,68.79687706,81.18040194,5.609902461,84.02929427,1
1.376278089,68.90141123,81.17585392,5.524400791,84.29255371,1
1.373651774,68.92246914,81.19017417,5.496318991,84.70268285,1
1.374990996,68.75916419,81.22481329,5.554299537,85.26793301,1
1.366577411,68.70528654,81.45719979,5.680834771,85.47694076,1
1.319590045,68.68955732,82.06744392,5.654344693,85.88148116,1
1.315930908,68.59708184,82.22922242,5.675157358,85.97130195,1
1.323200458,68.55243789,82.26678673,5.703699307,85.73363714,1
1.340221218,68.22522676,82.39649255,5.642349018,86.20591579,1
1.347612847,67.93839321,82.55354706,5.618960885,86.5770371,1
1.355306448,67.51665982,82.58005052,5.634304301,87.04672413,1
1.366710392,67.37237911,82.71418834,5.419721119,86.34832039,1
1.358851111,67.31209197,83.09314938,5.319399418,86.12371222,1
1.36372756,66.28408851,83.63150223,5.23516257,88.18097325,1
1.359398447,65.98976575,83.59979598,5.322257746,87.39204586,1
1.351419821,65.42019822,83.43004555,5.405322612,86.7356776,1
1.376682136,64.03803546,83.53945905,5.367090071,89.32281656,1
1.390064522,63.42238407,83.65517383,5.126948961,90.83658843,1
1.409465813,62.65285344,83.47545394,5.260563895,90.13011893,1
1.406934544,62.02861758,83.53669761,5.19580007,90.33532776,1
1.417906701,61.44648342,83.62173903,5.216171281,90.2425809,1
1.43785361,60.97263383,83.77326059,5.402787406,90.40662404,1
1.460866267,60.45143728,83.86972077,5.453326093,92.29425268,1
1.482620347,59.92202303,83.91855435,5.579810253,93.79983118,1
1.495019922,59.58102623,83.95240881,5.541378812,94.36345078,1
1.508051734,59.25331321,84.05177387,5.464056514,95.52405143,1
1.516968955,58.91890653,84.09554852,5.654418289,95.9770387,1
1.525910269,58.60253537,84.14007565,5.638376967,96.96035128,1
1.514864052,58.1406604,84.32737867,5.63353341,98.69159739,1
1.492800561,57.84913665,84.37843016,5.652951204,99.10724262,1
1.465288342,57.59367818,84.54023186,5.616943364,100.2039706,1
1.467184559,57.80298041,84.6023041,5.610625218,99.66953366,1
1.456366363,58.0460191,84.69487347,5.543691711,99.08060884,1
1.450278749,58.09996151,84.75022043,5.508427464,98.88080382,1
1.444490324,58.13163797,84.83241875,5.526983065,98.76062114,1
1.423801656,58.02338944,85.00830205,5.489154615,98.64303016,1
1.422387156,57.96567308,85.06689521,5.468141601,98.09003233,1
1.414498098,57.8057913,85.09717715,5.39943525,97.85771499,1
1.414893365,57.80397317,85.08375685,5.40576373,97.26750017,1
1.423449342,57.37000072,85.00420362,5.508448511,97.08914936,1
1.440032978,57.15151649,84.84153793,5.831260478,96.75764358,1
1.451339941,56.97773188,84.73413253,5.843251188,96.70620091,1
1.445142214,56.95318722,84.77497973,5.840334598,96.81539593,1
1.450016461,56.6494132,84.74226826,5.880346236,97.92908467,1
1.452680007,56.45069247,84.73759896,5.868875615,98.69896421,1
1.462454665,56.21309947,84.72866966,5.809091436,100.0338462,1
1.460213785,56.1509022,84.70421122,5.626865573,99.85449113,1
1.463045831,56.1054168,84.70477273,5.535882101,99.90449982,1
1.463704361,56.16696636,84.66545928,5.503391502,99.62657293,1
1.449048943,56.37474067,84.63211292,5.50325403,98.5837989,1
1.4378497,56.43499062,84.67378029,5.379787479,98.3369395,1
1.43201727,56.38418429,84.68636418,5.394332135,98.39055411,1
1.4281252,56.35424167,84.68302048,5.433158274,98.51833104,1
1.429124952,56.41195963,84.61639018,5.57198112,98.24673228,1
1.437112372,56.49067396,84.49723824,5.60503509,97.93913976,1
1.438125821,57.07524822,84.10296618,5.763526625,94.38811899,1
1.421801378,57.75276928,83.93705269,5.788094731,91.69740132,1
1.414256297,58.46234717,83.81145758,5.641476266,90.06342443,1
1.413176756,58.89730424,83.77780629,5.579724768,88.73792597,1
1.426327024,59.07681661,83.72213499,5.593945466,88.67062625,1
1.429811453,59.19363717,83.6556338,5.559660922,88.4842802,1
1.429995271,59.19289112,83.65739972,5.420477433,88.59642279,1
1.430703498,59.13051564,83.59979007,5.319941731,88.7054869,1
1.433683835,59.00611271,83.47082673,5.52587887,88.23983227,1
1.412728441,58.85556896,83.48314907,5.653317394,88.20196361,1
1.41249606,58.64224028,83.53660418,5.668161263,88.80332348,1
