Eye Ratio,Nose And Shoulder Angle,Y Angle,X Angle,Eye Angle,Label
0.82249986586,57.050514612,93.538938085,-179.72742231,89.427655858,0
0.86049292609,59.861951231,92.509875042,-179.92734407,94.263545934,0
0.86627868392,60.865715897,92.530176287,179.88789547,95.427281801,0
0.90157400746,63.542685157,92.621123448,179.88901758,89.173941715,0
0.91583187374,63.931633601,92.155514814,-179.76061372,90.171320673,0
0.95472022359,64.788610039,92.225218913,-179.65383701,89.915476262,0
0.9863649353,65.654855106,92.242999466,-179.65957307,90.498686475,0
0.99587333045,65.794272437,92.079517079,-179.13668469,90.424559532,0
1.0047085704,65.650070931,91.87731776,-178.71585763,91.334765722,0
0.99183055463,66.34850719,92.09194943,-178.76987477,91.125804777,0
0.99360669987,66.606776611,92.196557022,-178.85632143,90.868626039,0
0.99889591219,66.645154724,92.171096467,-178.83317147,91.523054027,0
0.99853368336,67.271895208,92.203521029,-178.87611032,89.338808722,0
0.99071605969,67.213973807,92.297794459,-178.96359548,89.127583742,0
0.99254030751,67.173888292,92.127443252,-178.93503843,89.186214183,0
1.0022314442,67.261244506,91.861376943,-179.01159052,89.451935542,0
1.0034575534,67.336209082,91.779498998,-178.87784079,89.447863448,0
1.0040799475,67.354073381,91.780963589,-178.85521478,89.33675955,0
1.0001319295,67.410998968,91.793412611,-178.84420381,88.394803121,0
1.0000758212,67.35177055,91.677073647,-178.81953348,88.398520721,0
0.97952152791,65.773768977,91.550966852,-178.84316804,91.670187604,0
0.96563762332,65.216140111,91.573550345,-178.87680635,92.880633746,0
0.95871862776,65.204621214,91.541032536,-178.91541855,92.451799446,0
0.95531364964,65.135667063,91.503423976,-178.69843214,92.009472148,0
0.94696878828,65.103057901,91.443751011,-178.51319547,91.653178309,0
0.94332401937,65.102679606,91.438658681,-178.47597944,91.208631549,0
0.94127540344,65.002074668,91.444872646,-178.45312346,91.067645491,0
0.94174751066,64.964795551,91.4485799,-178.4655523,90.941372,0
0.92046578126,64.836011299,91.723395198,-178.49052574,90.161901356,0
0.90896428639,64.795443683,91.991831875,-178.67471687,89.699706548,0
0.90881187875,64.804236214,92.068609963,-178.71085018,89.529630772,0
0.91163871703,64.83523633,92.128524494,-178.91356637,89.278776808,0
0.91393271817,64.802212097,92.21816268,-179.27578216,89.336004224,0
0.91958106669,64.830734314,92.136754778,-179.44071528,89.463712736,0
0.89840899075,64.648401231,92.535201965,-179.47327887,89.168574756,0
0.88821430864,64.550395952,92.69638576,-179.51756046,89.03425174,0
0.88976265841,64.530475846,92.703927592,-179.70244339,89.067650168,0
0.88622207934,64.34866651,92.686911711,-179.72816153,89.521293208,0
0.8832331735,64.294438487,92.679511288,-179.75420818,89.765091516,0
0.88135554066,64.390790133,92.694762241,-179.96091266,89.949462096,0
0.87868391287,64.356835077,92.760491924,179.98533121,90.043376319,0
0.86413216193,64.39440613,93.043835857,-179.92143269,89.662533255,0
0.86327872252,64.480729613,93.051000661,-179.92025308,89.34037417,0
0.85383620711,64.518369819,93.253933712,-179.89710864,89.110587664,0
0.85086012078,64.542983995,93.281313044,-179.90760724,89.134283762,0
0.840678471,64.663032793,93.563582474,-179.91898297,88.615444405,0
0.84340947503,64.823000127,93.5949816,-179.91484983,88.069946939,0
0.83329894209,65.141389173,93.700410687,-179.91627559,87.313369677,0
0.80114541664,65.222246189,94.450731459,-179.97109072,86.102193469,0
0.80503555159,65.239177541,94.393924904,-179.99052935,86.287364028,0
0.80275585129,64.677906122,94.175167486,-179.95564607,88.13221593,0
0.80240747993,64.506744933,94.111095666,-179.96075196,88.612486898,0
0.79123907213,63.887848467,94.190748116,-179.991245,90.112570739,0
0.79009409208,63.671486226,94.20738211,179.95255473,90.825512365,0
0.79219073027,63.464909993,94.178730942,179.91932402,91.193667899,0
0.79957552659,63.349206522,93.965648071,179.99182898,91.924883745,0
0.79733610579,63.073527101,93.961284285,-179.9667155,93.016941693,0
0.79564946563,62.884347203,93.939980791,-179.95317195,93.323405423,0
0.79202890317,62.823556477,93.988409386,-179.89679817,93.128296133,0
